"CubeId";"devwkieffid"
"PublishingDate";"2026-03-06 09:00"

"Date";"D0";"D1";"D2";"Value"
"1999-09-17";"P";"E";"I";
"1999-09-20";"P";"E";"I";
"1999-09-21";"P";"E";"I";
"1999-09-22";"P";"E";"I";
"1999-09-23";"P";"E";"I";
"1999-09-24";"P";"E";"I";
"1999-09-27";"P";"E";"I";
"1999-09-28";"P";"E";"I";
"1999-09-29";"P";"E";"I";
"1999-09-30";"P";"E";"I";
"1999-10-01";"P";"E";"I";
"1999-10-04";"P";"E";"I";
"1999-10-05";"P";"E";"I";
"1999-10-06";"P";"E";"I";
"1999-10-07";"P";"E";"I";
"1999-10-08";"P";"E";"I";
"1999-10-11";"P";"E";"I";
"1999-10-12";"P";"E";"I";
"1999-10-13";"P";"E";"I";
"1999-10-14";"P";"E";"I";
"1999-10-15";"P";"E";"I";
"1999-10-18";"P";"E";"I";
"1999-10-19";"P";"E";"I";
"1999-10-20";"P";"E";"I";
"1999-10-21";"P";"E";"I";
"1999-10-22";"P";"E";"I";
"1999-10-25";"P";"E";"I";
"1999-10-26";"P";"E";"I";
"1999-10-27";"P";"E";"I";
"1999-10-28";"P";"E";"I";
"1999-10-29";"P";"E";"I";
"1999-11-01";"P";"E";"I";
"1999-11-02";"P";"E";"I";
"1999-11-03";"P";"E";"I";
"1999-11-04";"P";"E";"I";
"1999-11-05";"P";"E";"I";
"1999-11-08";"P";"E";"I";
"1999-11-09";"P";"E";"I";
"1999-11-10";"P";"E";"I";
"1999-11-11";"P";"E";"I";
"1999-11-12";"P";"E";"I";
"1999-11-15";"P";"E";"I";
"1999-11-16";"P";"E";"I";
"1999-11-17";"P";"E";"I";
"1999-11-18";"P";"E";"I";
"1999-11-19";"P";"E";"I";
"1999-11-22";"P";"E";"I";
"1999-11-23";"P";"E";"I";
"1999-11-24";"P";"E";"I";
"1999-11-25";"P";"E";"I";
"1999-11-26";"P";"E";"I";
"1999-11-29";"P";"E";"I";
"1999-11-30";"P";"E";"I";
"1999-12-01";"P";"E";"I";
"1999-12-02";"P";"E";"I";
"1999-12-03";"P";"E";"I";
"1999-12-06";"P";"E";"I";
"1999-12-07";"P";"E";"I";
"1999-12-08";"P";"E";"I";
"1999-12-09";"P";"E";"I";
"1999-12-10";"P";"E";"I";
"1999-12-13";"P";"E";"I";
"1999-12-14";"P";"E";"I";
"1999-12-15";"P";"E";"I";
"1999-12-16";"P";"E";"I";
"1999-12-17";"P";"E";"I";
"1999-12-20";"P";"E";"I";
"1999-12-21";"P";"E";"I";
"1999-12-22";"P";"E";"I";
"1999-12-23";"P";"E";"I";
"1999-12-24";"P";"E";"I";
"1999-12-27";"P";"E";"I";
"1999-12-28";"P";"E";"I";
"1999-12-29";"P";"E";"I";
"1999-12-30";"P";"E";"I";
"1999-12-31";"P";"E";"I";
"2000-01-03";"P";"E";"I";
"2000-01-04";"P";"E";"I";
"2000-01-05";"P";"E";"I";
"2000-01-06";"P";"E";"I";
"2000-01-07";"P";"E";"I";
"2000-01-10";"P";"E";"I";
"2000-01-11";"P";"E";"I";
"2000-01-12";"P";"E";"I";
"2000-01-13";"P";"E";"I";
"2000-01-14";"P";"E";"I";
"2000-01-17";"P";"E";"I";
"2000-01-18";"P";"E";"I";
"2000-01-19";"P";"E";"I";
"2000-01-20";"P";"E";"I";
"2000-01-21";"P";"E";"I";
"2000-01-24";"P";"E";"I";
"2000-01-25";"P";"E";"I";
"2000-01-26";"P";"E";"I";
"2000-01-27";"P";"E";"I";
"2000-01-28";"P";"E";"I";
"2000-01-31";"P";"E";"I";
"2000-02-01";"P";"E";"I";
"2000-02-02";"P";"E";"I";
"2000-02-03";"P";"E";"I";
"2000-02-04";"P";"E";"I";
"2000-02-07";"P";"E";"I";
"2000-02-08";"P";"E";"I";
"2000-02-09";"P";"E";"I";
"2000-02-10";"P";"E";"I";
"2000-02-11";"P";"E";"I";
"2000-02-14";"P";"E";"I";
"2000-02-15";"P";"E";"I";
"2000-02-16";"P";"E";"I";
"2000-02-17";"P";"E";"I";
"2000-02-18";"P";"E";"I";
"2000-02-21";"P";"E";"I";
"2000-02-22";"P";"E";"I";
"2000-02-23";"P";"E";"I";
"2000-02-24";"P";"E";"I";
"2000-02-25";"P";"E";"I";
"2000-02-28";"P";"E";"I";
"2000-02-29";"P";"E";"I";
"2000-03-01";"P";"E";"I";
"2000-03-02";"P";"E";"I";
"2000-03-03";"P";"E";"I";
"2000-03-06";"P";"E";"I";
"2000-03-07";"P";"E";"I";
"2000-03-08";"P";"E";"I";
"2000-03-09";"P";"E";"I";
"2000-03-10";"P";"E";"I";
"2000-03-13";"P";"E";"I";
"2000-03-14";"P";"E";"I";
"2000-03-15";"P";"E";"I";
"2000-03-16";"P";"E";"I";
"2000-03-17";"P";"E";"I";
"2000-03-20";"P";"E";"I";
"2000-03-21";"P";"E";"I";
"2000-03-22";"P";"E";"I";
"2000-03-23";"P";"E";"I";
"2000-03-24";"P";"E";"I";
"2000-03-27";"P";"E";"I";
"2000-03-28";"P";"E";"I";
"2000-03-29";"P";"E";"I";
"2000-03-30";"P";"E";"I";
"2000-03-31";"P";"E";"I";
"2000-04-03";"P";"E";"I";
"2000-04-04";"P";"E";"I";
"2000-04-05";"P";"E";"I";
"2000-04-06";"P";"E";"I";
"2000-04-07";"P";"E";"I";
"2000-04-10";"P";"E";"I";
"2000-04-11";"P";"E";"I";
"2000-04-12";"P";"E";"I";
"2000-04-13";"P";"E";"I";
"2000-04-14";"P";"E";"I";
"2000-04-17";"P";"E";"I";
"2000-04-18";"P";"E";"I";
"2000-04-19";"P";"E";"I";
"2000-04-20";"P";"E";"I";
"2000-04-21";"P";"E";"I";
"2000-04-24";"P";"E";"I";
"2000-04-25";"P";"E";"I";
"2000-04-26";"P";"E";"I";
"2000-04-27";"P";"E";"I";
"2000-04-28";"P";"E";"I";
"2000-05-01";"P";"E";"I";
"2000-05-02";"P";"E";"I";
"2000-05-03";"P";"E";"I";
"2000-05-04";"P";"E";"I";
"2000-05-05";"P";"E";"I";
"2000-05-08";"P";"E";"I";
"2000-05-09";"P";"E";"I";
"2000-05-10";"P";"E";"I";
"2000-05-11";"P";"E";"I";
"2000-05-12";"P";"E";"I";
"2000-05-15";"P";"E";"I";
"2000-05-16";"P";"E";"I";
"2000-05-17";"P";"E";"I";
"2000-05-18";"P";"E";"I";
"2000-05-19";"P";"E";"I";
"2000-05-22";"P";"E";"I";
"2000-05-23";"P";"E";"I";
"2000-05-24";"P";"E";"I";
"2000-05-25";"P";"E";"I";
"2000-05-26";"P";"E";"I";
"2000-05-29";"P";"E";"I";
"2000-05-30";"P";"E";"I";
"2000-05-31";"P";"E";"I";
"2000-06-01";"P";"E";"I";
"2000-06-02";"P";"E";"I";
"2000-06-05";"P";"E";"I";
"2000-06-06";"P";"E";"I";
"2000-06-07";"P";"E";"I";
"2000-06-08";"P";"E";"I";
"2000-06-09";"P";"E";"I";
"2000-06-12";"P";"E";"I";
"2000-06-13";"P";"E";"I";
"2000-06-14";"P";"E";"I";
"2000-06-15";"P";"E";"I";
"2000-06-16";"P";"E";"I";
"2000-06-19";"P";"E";"I";
"2000-06-20";"P";"E";"I";
"2000-06-21";"P";"E";"I";
"2000-06-22";"P";"E";"I";
"2000-06-23";"P";"E";"I";
"2000-06-26";"P";"E";"I";
"2000-06-27";"P";"E";"I";
"2000-06-28";"P";"E";"I";
"2000-06-29";"P";"E";"I";
"2000-06-30";"P";"E";"I";
"2000-07-03";"P";"E";"I";
"2000-07-04";"P";"E";"I";
"2000-07-05";"P";"E";"I";
"2000-07-06";"P";"E";"I";
"2000-07-07";"P";"E";"I";
"2000-07-10";"P";"E";"I";
"2000-07-11";"P";"E";"I";
"2000-07-12";"P";"E";"I";
"2000-07-13";"P";"E";"I";
"2000-07-14";"P";"E";"I";
"2000-07-17";"P";"E";"I";
"2000-07-18";"P";"E";"I";
"2000-07-19";"P";"E";"I";
"2000-07-20";"P";"E";"I";
"2000-07-21";"P";"E";"I";
"2000-07-24";"P";"E";"I";
"2000-07-25";"P";"E";"I";
"2000-07-26";"P";"E";"I";
"2000-07-27";"P";"E";"I";
"2000-07-28";"P";"E";"I";
"2000-07-31";"P";"E";"I";
"2000-08-01";"P";"E";"I";
"2000-08-02";"P";"E";"I";
"2000-08-03";"P";"E";"I";
"2000-08-04";"P";"E";"I";
"2000-08-07";"P";"E";"I";
"2000-08-08";"P";"E";"I";
"2000-08-09";"P";"E";"I";
"2000-08-10";"P";"E";"I";
"2000-08-11";"P";"E";"I";
"2000-08-14";"P";"E";"I";
"2000-08-15";"P";"E";"I";
"2000-08-16";"P";"E";"I";
"2000-08-17";"P";"E";"I";
"2000-08-18";"P";"E";"I";
"2000-08-21";"P";"E";"I";
"2000-08-22";"P";"E";"I";
"2000-08-23";"P";"E";"I";
"2000-08-24";"P";"E";"I";
"2000-08-25";"P";"E";"I";
"2000-08-28";"P";"E";"I";
"2000-08-29";"P";"E";"I";
"2000-08-30";"P";"E";"I";
"2000-08-31";"P";"E";"I";
"2000-09-01";"P";"E";"I";
"2000-09-04";"P";"E";"I";
"2000-09-05";"P";"E";"I";
"2000-09-06";"P";"E";"I";
"2000-09-07";"P";"E";"I";
"2000-09-08";"P";"E";"I";
"2000-09-11";"P";"E";"I";
"2000-09-12";"P";"E";"I";
"2000-09-13";"P";"E";"I";
"2000-09-14";"P";"E";"I";
"2000-09-15";"P";"E";"I";
"2000-09-18";"P";"E";"I";
"2000-09-19";"P";"E";"I";
"2000-09-20";"P";"E";"I";
"2000-09-21";"P";"E";"I";
"2000-09-22";"P";"E";"I";
"2000-09-25";"P";"E";"I";
"2000-09-26";"P";"E";"I";
"2000-09-27";"P";"E";"I";
"2000-09-28";"P";"E";"I";
"2000-09-29";"P";"E";"I";
"2000-10-02";"P";"E";"I";
"2000-10-03";"P";"E";"I";
"2000-10-04";"P";"E";"I";
"2000-10-05";"P";"E";"I";
"2000-10-06";"P";"E";"I";
"2000-10-09";"P";"E";"I";
"2000-10-10";"P";"E";"I";
"2000-10-11";"P";"E";"I";
"2000-10-12";"P";"E";"I";
"2000-10-13";"P";"E";"I";
"2000-10-16";"P";"E";"I";
"2000-10-17";"P";"E";"I";
"2000-10-18";"P";"E";"I";
"2000-10-19";"P";"E";"I";
"2000-10-20";"P";"E";"I";
"2000-10-23";"P";"E";"I";
"2000-10-24";"P";"E";"I";
"2000-10-25";"P";"E";"I";
"2000-10-26";"P";"E";"I";
"2000-10-27";"P";"E";"I";
"2000-10-30";"P";"E";"I";
"2000-10-31";"P";"E";"I";
"2000-11-01";"P";"E";"I";
"2000-11-02";"P";"E";"I";
"2000-11-03";"P";"E";"I";
"2000-11-06";"P";"E";"I";
"2000-11-07";"P";"E";"I";
"2000-11-08";"P";"E";"I";
"2000-11-09";"P";"E";"I";
"2000-11-10";"P";"E";"I";
"2000-11-13";"P";"E";"I";
"2000-11-14";"P";"E";"I";
"2000-11-15";"P";"E";"I";
"2000-11-16";"P";"E";"I";
"2000-11-17";"P";"E";"I";
"2000-11-20";"P";"E";"I";
"2000-11-21";"P";"E";"I";
"2000-11-22";"P";"E";"I";
"2000-11-23";"P";"E";"I";
"2000-11-24";"P";"E";"I";
"2000-11-27";"P";"E";"I";
"2000-11-28";"P";"E";"I";
"2000-11-29";"P";"E";"I";
"2000-11-30";"P";"E";"I";"100.3638"
"2000-12-01";"P";"E";"I";"100.0277"
"2000-12-04";"P";"E";"I";"99.7878"
"2000-12-05";"P";"E";"I";"100.1822"
"2000-12-06";"P";"E";"I";"100.0719"
"2000-12-07";"P";"E";"I";"99.8342"
"2000-12-08";"P";"E";"I";"100.1494"
"2000-12-11";"P";"E";"I";"100.2401"
"2000-12-12";"P";"E";"I";"100.7335"
"2000-12-13";"P";"E";"I";"100.7002"
"2000-12-14";"P";"E";"I";"100.6984"
"2000-12-15";"P";"E";"I";"100.5739"
"2000-12-18";"P";"E";"I";"100.5924"
"2000-12-19";"P";"E";"I";"100.6198"
"2000-12-20";"P";"E";"I";"100.1892"
"2000-12-21";"P";"E";"I";"99.4722"
"2000-12-22";"P";"E";"I";"99.3206"
"2000-12-25";"P";"E";"I";"99.3592"
"2000-12-26";"P";"E";"I";"99.416"
"2000-12-27";"P";"E";"I";"99.4442"
"2000-12-28";"P";"E";"I";"99.2105"
"2000-12-29";"P";"E";"I";"99.4323"
"2001-01-01";"P";"E";"I";"99.2868"
"2001-01-02";"P";"E";"I";"99.3417"
"2001-01-03";"P";"E";"I";"99.3977"
"2001-01-04";"P";"E";"I";"99.4195"
"2001-01-05";"P";"E";"I";"98.821"
"2001-01-08";"P";"E";"I";"98.8217"
"2001-01-09";"P";"E";"I";"99.192"
"2001-01-10";"P";"E";"I";"99.1476"
"2001-01-11";"P";"E";"I";"98.6909"
"2001-01-12";"P";"E";"I";"98.1329"
"2001-01-15";"P";"E";"I";"97.5884"
"2001-01-16";"P";"E";"I";"98.0341"
"2001-01-17";"P";"E";"I";"98.042"
"2001-01-18";"P";"E";"I";"98.3553"
"2001-01-19";"P";"E";"I";"98.6626"
"2001-01-22";"P";"E";"I";"98.4607"
"2001-01-23";"P";"E";"I";"98.2779"
"2001-01-24";"P";"E";"I";"98.5219"
"2001-01-25";"P";"E";"I";"98.621"
"2001-01-26";"P";"E";"I";"98.7765"
"2001-01-29";"P";"E";"I";"98.827"
"2001-01-30";"P";"E";"I";"99.2103"
"2001-01-31";"P";"E";"I";"98.6598"
"2001-02-01";"P";"E";"I";"98.2258"
"2001-02-02";"P";"E";"I";"98.2863"
"2001-02-05";"P";"E";"I";"97.9188"
"2001-02-06";"P";"E";"I";"98.0709"
"2001-02-07";"P";"E";"I";"97.9917"
"2001-02-08";"P";"E";"I";"98.3453"
"2001-02-09";"P";"E";"I";"98.3836"
"2001-02-12";"P";"E";"I";"98.1461"
"2001-02-13";"P";"E";"I";"98.1186"
"2001-02-14";"P";"E";"I";"98.2997"
"2001-02-15";"P";"E";"I";"98.4579"
"2001-02-16";"P";"E";"I";"98.3717"
"2001-02-19";"P";"E";"I";"98.3611"
"2001-02-20";"P";"E";"I";"98.288"
"2001-02-21";"P";"E";"I";"98.2713"
"2001-02-22";"P";"E";"I";"98.7842"
"2001-02-23";"P";"E";"I";"98.6889"
"2001-02-26";"P";"E";"I";"98.4238"
"2001-02-27";"P";"E";"I";"98.3652"
"2001-02-28";"P";"E";"I";"98.1605"
"2001-03-01";"P";"E";"I";"98.0527"
"2001-03-02";"P";"E";"I";"98.2323"
"2001-03-05";"P";"E";"I";"98.2946"
"2001-03-06";"P";"E";"I";"98.3673"
"2001-03-07";"P";"E";"I";"98.2122"
"2001-03-08";"P";"E";"I";"98.0959"
"2001-03-09";"P";"E";"I";"97.7939"
"2001-03-12";"P";"E";"I";"97.9205"
"2001-03-13";"P";"E";"I";"98.1326"
"2001-03-14";"P";"E";"I";"98.039"
"2001-03-15";"P";"E";"I";"97.9552"
"2001-03-16";"P";"E";"I";"98.0839"
"2001-03-19";"P";"E";"I";"98.1657"
"2001-03-20";"P";"E";"I";"98.3059"
"2001-03-21";"P";"E";"I";"98.2043"
"2001-03-22";"P";"E";"I";"98.5146"
"2001-03-23";"P";"E";"I";"98.1659"
"2001-03-26";"P";"E";"I";"98.0699"
"2001-03-27";"P";"E";"I";"97.9545"
"2001-03-28";"P";"E";"I";"98.1606"
"2001-03-29";"P";"E";"I";"98.2638"
"2001-03-30";"P";"E";"I";"98.4151"
"2001-04-02";"P";"E";"I";"98.4387"
"2001-04-03";"P";"E";"I";"98.3057"
"2001-04-04";"P";"E";"I";"98.3944"
"2001-04-05";"P";"E";"I";"98.1263"
"2001-04-06";"P";"E";"I";"98.2118"
"2001-04-09";"P";"E";"I";"98.1016"
"2001-04-10";"P";"E";"I";"98.2054"
"2001-04-11";"P";"E";"I";"98.3305"
"2001-04-12";"P";"E";"I";"98.7953"
"2001-04-13";"P";"E";"I";"98.7098"
"2001-04-16";"P";"E";"I";"98.6364"
"2001-04-17";"P";"E";"I";"98.5528"
"2001-04-18";"P";"E";"I";"98.2754"
"2001-04-19";"P";"E";"I";"97.9669"
"2001-04-20";"P";"E";"I";"97.9671"
"2001-04-23";"P";"E";"I";"98.0524"
"2001-04-24";"P";"E";"I";"98.2709"
"2001-04-25";"P";"E";"I";"97.9766"
"2001-04-26";"P";"E";"I";"97.8474"
"2001-04-27";"P";"E";"I";"97.5524"
"2001-04-30";"P";"E";"I";"97.5766"
"2001-05-01";"P";"E";"I";"97.4328"
"2001-05-02";"P";"E";"I";"97.2859"
"2001-05-03";"P";"E";"I";"97.2783"
"2001-05-04";"P";"E";"I";"97.2646"
"2001-05-07";"P";"E";"I";"97.1525"
"2001-05-08";"P";"E";"I";"97.2328"
"2001-05-09";"P";"E";"I";"97.3785"
"2001-05-10";"P";"E";"I";"97.3467"
"2001-05-11";"P";"E";"I";"97.5684"
"2001-05-14";"P";"E";"I";"97.7122"
"2001-05-15";"P";"E";"I";"97.8305"
"2001-05-16";"P";"E";"I";"97.7327"
"2001-05-17";"P";"E";"I";"97.7423"
"2001-05-18";"P";"E";"I";"97.6681"
"2001-05-21";"P";"E";"I";"97.7591"
"2001-05-22";"P";"E";"I";"97.6928"
"2001-05-23";"P";"E";"I";"98.0246"
"2001-05-24";"P";"E";"I";"98.0851"
"2001-05-25";"P";"E";"I";"98.1478"
"2001-05-28";"P";"E";"I";"98.0294"
"2001-05-29";"P";"E";"I";"98.0914"
"2001-05-30";"P";"E";"I";"98.1476"
"2001-05-31";"P";"E";"I";"98.4365"
"2001-06-01";"P";"E";"I";"98.4806"
"2001-06-04";"P";"E";"I";"98.6451"
"2001-06-05";"P";"E";"I";"98.8217"
"2001-06-06";"P";"E";"I";"98.7269"
"2001-06-07";"P";"E";"I";"98.3124"
"2001-06-08";"P";"E";"I";"98.324"
"2001-06-11";"P";"E";"I";"98.3523"
"2001-06-12";"P";"E";"I";"98.375"
"2001-06-13";"P";"E";"I";"98.154"
"2001-06-14";"P";"E";"I";"98.1605"
"2001-06-15";"P";"E";"I";"98.1776"
"2001-06-18";"P";"E";"I";"97.9586"
"2001-06-19";"P";"E";"I";"98.0712"
"2001-06-20";"P";"E";"I";"98.1361"
"2001-06-21";"P";"E";"I";"98.2393"
"2001-06-22";"P";"E";"I";"98.7322"
"2001-06-25";"P";"E";"I";"98.7314"
"2001-06-26";"P";"E";"I";"98.5544"
"2001-06-27";"P";"E";"I";"98.4442"
"2001-06-28";"P";"E";"I";"98.7773"
"2001-06-29";"P";"E";"I";"98.6345"
"2001-07-02";"P";"E";"I";"98.7669"
"2001-07-03";"P";"E";"I";"98.6799"
"2001-07-04";"P";"E";"I";"98.7669"
"2001-07-05";"P";"E";"I";"98.8605"
"2001-07-06";"P";"E";"I";"98.7693"
"2001-07-09";"P";"E";"I";"98.8769"
"2001-07-10";"P";"E";"I";"98.6589"
"2001-07-11";"P";"E";"I";"99.0236"
"2001-07-12";"P";"E";"I";"99.1859"
"2001-07-13";"P";"E";"I";"99.4938"
"2001-07-16";"P";"E";"I";"99.4746"
"2001-07-17";"P";"E";"I";"99.5416"
"2001-07-18";"P";"E";"I";"99.9467"
"2001-07-19";"P";"E";"I";"99.9781"
"2001-07-20";"P";"E";"I";"99.9606"
"2001-07-23";"P";"E";"I";"100.1635"
"2001-07-24";"P";"E";"I";"100.0141"
"2001-07-25";"P";"E";"I";"100.0201"
"2001-07-26";"P";"E";"I";"99.7502"
"2001-07-27";"P";"E";"I";"99.892"
"2001-07-30";"P";"E";"I";"99.7697"
"2001-07-31";"P";"E";"I";"99.7616"
"2001-08-01";"P";"E";"I";"99.7672"
"2001-08-02";"P";"E";"I";"99.7643"
"2001-08-03";"P";"E";"I";"99.8986"
"2001-08-06";"P";"E";"I";"99.9944"
"2001-08-07";"P";"E";"I";"100.0354"
"2001-08-08";"P";"E";"I";"100.1426"
"2001-08-09";"P";"E";"I";"100.1083"
"2001-08-10";"P";"E";"I";"99.8579"
"2001-08-13";"P";"E";"I";"99.4047"
"2001-08-14";"P";"E";"I";"99.3582"
"2001-08-15";"P";"E";"I";"99.2782"
"2001-08-16";"P";"E";"I";"99.019"
"2001-08-17";"P";"E";"I";"99.1308"
"2001-08-20";"P";"E";"I";"99.0476"
"2001-08-21";"P";"E";"I";"99.2083"
"2001-08-22";"P";"E";"I";"98.9658"
"2001-08-23";"P";"E";"I";"98.9858"
"2001-08-24";"P";"E";"I";"99.0409"
"2001-08-27";"P";"E";"I";"98.9845"
"2001-08-28";"P";"E";"I";"99.1362"
"2001-08-29";"P";"E";"I";"99.1428"
"2001-08-30";"P";"E";"I";"99.2164"
"2001-08-31";"P";"E";"I";"99.2438"
"2001-09-03";"P";"E";"I";"99.2459"
"2001-09-04";"P";"E";"I";"99.3052"
"2001-09-05";"P";"E";"I";"99.6869"
"2001-09-06";"P";"E";"I";"99.7146"
"2001-09-07";"P";"E";"I";"99.6494"
"2001-09-10";"P";"E";"I";"99.3894"
"2001-09-11";"P";"E";"I";"99.4579"
